2011, 1,10,   1000000
2011, 1,11,    998785
2011, 1,12,   1002940
2011, 1,13,   1004815
2011, 1,14,   1009415
2011, 1,18,   1011935
2011, 1,19,   1031495
2011, 1,20,   1031935
2011, 1,21,   1030775
2011, 1,24,   1046815
2011, 1,25,   1053855
2011, 1,26,   1052295
2011, 1,27,   1052705
2011, 1,28,   1029665
2011, 1,31,   1039875
2011, 2, 1,   1056635
2011, 2, 2,   1056595
2011, 2, 3,   1055505
2011, 2, 4,   1058775
2011, 2, 7,   1062765
2011, 2, 8,   1076175
2011, 2, 9,   1070495
2011, 2,10,   1065755
2011, 2,11,   1072855
2011, 2,14,   1074065
2011, 2,15,   1068585
2011, 2,16,   1070815
2011, 2,17,   1075135
2011, 2,18,   1082315
2011, 2,22,   1051165
2011, 2,23,   1045355
2011, 2,24,   1045175
2011, 2,25,   1052275
2011, 2,28,   1054075
2011, 3, 1,   1033995
2011, 3, 2,   1034745
2011, 3, 3,   1056475
2011, 3, 4,   1053577
2011, 3, 7,   1050247
2011, 3, 8,   1054369
2011, 3, 9,   1060651
2011, 3,10,   1053919
2011, 3,11,   1054639
2011, 3,14,   1052803
2011, 3,15,   1048645
2011, 3,16,   1038079
2011, 3,17,   1040149
2011, 3,18,   1043155
2011, 3,21,   1046287
2011, 3,22,   1046863
2011, 3,23,   1049545
2011, 3,24,   1050445
2011, 3,25,   1054189
2011, 3,28,   1052767
2011, 3,29,   1055431
2011, 3,30,   1056691
2011, 3,31,   1055755
2011, 4, 1,   1057861
2011, 4, 4,   1057825
2011, 4, 5,   1057375
2011, 4, 6,   1057465
2011, 4, 7,   1058059
2011, 4, 8,   1057483
2011, 4,11,   1057303
2011, 4,12,   1056079
2011, 4,13,   1057303
2011, 4,14,   1059085
2011, 4,15,   1061263
2011, 4,18,   1060795
2011, 4,19,   1059841
2011, 4,20,   1058707
2011, 4,21,   1064899
2011, 4,25,   1063837
2011, 4,26,   1065277
2011, 4,27,   1068571
2011, 4,28,   1069291
2011, 4,29,   1068931
2011, 5, 2,   1071685
2011, 5, 3,   1072963
2011, 5, 4,   1065703
2011, 5, 5,   1058773
2011, 5, 6,   1062568
2011, 5, 9,   1063261
2011, 5,10,   1067386
2011, 5,11,   1064548
2011, 5,12,   1073392
2011, 5,13,   1065901
2011, 5,16,   1062469
2011, 5,17,   1067782
2011, 5,18,   1067584
2011, 5,19,   1068079
2011, 5,20,   1066693
2011, 5,23,   1060555
2011, 5,24,   1059664
2011, 5,25,   1058905
2011, 5,26,   1057057
2011, 5,27,   1058080
2011, 5,31,   1062700
2011, 6, 1,   1055044
2011, 6, 2,   1053526
2011, 6, 3,   1050160
2011, 6, 6,   1050160
2011, 6, 7,   1050160
2011, 6, 8,   1050160
2011, 6, 9,   1050160
2011, 6,10,   1050160
2011, 6,13,   1050988
2011, 6,14,   1057972
2011, 6,15,   1051168
2011, 6,16,   1049272
2011, 6,17,   1043416
2011, 6,20,   1037512
2011, 6,21,   1049440
2011, 6,22,   1046224
2011, 6,23,   1056520
2011, 6,24,   1050688
2011, 6,27,   1057492
2011, 6,28,   1061344
2011, 6,29,   1059880
2011, 6,30,   1061824
2011, 7, 1,   1070896
2011, 7, 5,   1078276
2011, 7, 6,   1081060
2011, 7, 7,   1087552
2011, 7, 8,   1090552
2011, 7,11,   1083736
2011, 7,12,   1083436
2011, 7,13,   1088536
2011, 7,14,   1088236
2011, 7,15,   1096780
2011, 7,18,   1107388
2011, 7,19,   1111036
2011, 7,20,   1123048
2011, 7,21,   1123504
2011, 7,22,   1130692
2011, 7,25,   1136908
2011, 7,26,   1142776
2011, 7,27,   1129840
2011, 7,28,   1128916
2011, 7,29,   1127320
2011, 8, 1,   1134808
2011, 8, 2,   1124657
2011, 8, 3,   1129025
2011, 8, 4,   1110869
2011, 8, 5,   1106381
2011, 8, 8,   1081997
2011, 8, 9,   1106849
2011, 8,10,   1094525
2011, 8,11,   1106477
2011, 8,12,   1110413
2011, 8,15,   1118081
2011, 8,16,   1114577
2011, 8,17,   1114529
2011, 8,18,   1097345
2011, 8,19,   1085369
2011, 8,22,   1085861
2011, 8,23,   1106357
2011, 8,24,   1109441
2011, 8,25,   1106501
2011, 8,26,   1118285
2011, 8,29,   1125917
2011, 8,30,   1125941
2011, 8,31,   1119773
2011, 9, 1,   1115237
2011, 9, 2,   1106897
2011, 9, 6,   1113701
2011, 9, 7,   1118705
2011, 9, 8,   1118957
2011, 9, 9,   1111001
2011, 9,12,   1113941
2011, 9,13,   1119533
2011, 9,14,   1125125
2011, 9,15,   1129493
2011, 9,16,   1138505
2011, 9,19,   1151801
2011, 9,20,   1153973
2011, 9,21,   1152413
2011, 9,22,   1140077
2011, 9,23,   1143041
2011, 9,26,   1141697
2011, 9,27,   1137017
2011, 9,28,   1134329
2011, 9,29,   1126637
2011, 9,30,   1115585
2011,10, 3,   1107557
2011,10, 4,   1105049
2011,10, 5,   1111913
2011,10, 6,   1110869
2011,10, 7,   1101821
2011,10,10,   1124537
2011,10,11,   1138253
2011,10,12,   1140521
2011,10,13,   1147973
2011,10,14,   1164197
2011,10,17,   1161785
2011,10,18,   1164473
2011,10,19,   1136261
2011,10,20,   1132301
2011,10,21,   1129385
2011,10,24,   1144805
2011,10,25,   1135241
2011,10,26,   1138625
2011,10,27,   1143509
2011,10,28,   1143821
2011,10,31,   1143617
2011,11, 1,   1133729
2011,11, 2,   1134809
2011,11, 3,   1141577
2011,11, 4,   1138193
2011,11, 7,   1137581
2011,11, 8,   1145345
2011,11, 9,   1132265
2011,11,10,   1120241
2011,11,11,   1119533
2011,11,14,   1113125
2011,11,15,   1124561
2011,11,16,   1119713
2011,11,17,   1110917
2011,11,18,   1107965
2011,11,21,   1100873
2011,11,22,   1109837
2011,11,23,   1098461
2011,11,25,   1094381
2011,11,28,   1109369
2011,11,29,   1105877
2011,11,30,   1116641
2011,12, 1,   1123481
2011,12, 2,   1125593
2011,12, 5,   1129553
2011,12, 6,   1127093
2011,12, 7,   1124873
2011,12, 8,   1126745
2011,12, 9,   1130285
2011,12,12,   1128149
2011,12,13,   1124537
2011,12,14,   1114229
2011,12,15,   1112741
2011,12,16,   1115225
2011,12,19,   1116653
2011,12,20,   1133069
